"idtournament","name","town","long_name","date_start","date_end","tour_count","tour_questions","tour_ques_per_tour","questions_total","type_name","main_payment_value","discounted_payment_value","discounted_payment_reason","date_requests_allowed_to","comment","site_url","main_payment_currency","discounted_payment_currency"
"1224","Чемпионат России","Москва","","2002-02-01 00:00:00","2002-02-03 00:00:00","6","15","","90","Обычный","","","","","","",NA,NA
"1232","Кубок Физтеха. Общий зачёт","Долгопрудный","","2002-01-26 00:00:00","2002-01-27 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1229","Открытый чемпионат Курска","Курск","","2002-01-05 00:00:00","2002-01-07 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1216","Открытый кубок России","","","2001-12-02 00:00:00","2001-12-02 00:00:00","3","15","","45","Синхрон","","","","","","",NA,NA
"1267","Самара - Могилёв","","","2001-11-11 00:00:00","2001-11-11 00:00:00","3","15","","45","Синхрон","","","","","","",NA,NA
"1203","Открытый чемпионат Самары","Самара","","2001-11-10 00:00:00","2001-11-11 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1195","Гостиный двор","Калуга","","2001-11-03 00:00:00","2001-11-04 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1207","Саранск - Минск","","","2001-10-28 00:00:00","2001-10-28 00:00:00","3","15","","45","Синхрон","","","","","","",NA,NA
"1178","Открытый кубок Мордовии","Саранск","","2001-10-27 00:00:00","2001-10-28 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1172","Великолукская осень","Великие Луки","","2001-09-15 00:00:00","2001-09-16 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1160","Открытый чемпионат Татарстана","Казань","","2001-07-14 00:00:00","2001-07-15 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1131","Чемпионат Москвы. Высшая лига","Москва","","2001-06-10 00:00:00","2001-06-10 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1129","Чемпионат СНГ","Донецк","","2001-06-01 00:00:00","2001-06-03 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1189","Гран-при МГУ","Москва","","2000-10-01 00:00:00","2001-05-21 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"3012","Кубок Антарктиды","","","2001-05-14 00:00:00","2001-05-14 00:00:00","3","15","","45","Синхрон","","","","","","",NA,NA
"1114","Кубок княгини Ольги","Витебск","","2001-04-06 00:00:00","2001-04-08 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1109","Кубок городов","","","2001-04-01 00:00:00","2001-04-01 00:00:00","3","15","","45","Синхрон","","","","","","",NA,NA
"1102","Мартовский лев","Могилёв","","2001-03-24 00:00:00","2001-03-25 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1082","Чемпионат России","Москва","","2001-02-03 00:00:00","2001-02-04 00:00:00","6","15","","90","Обычный","","","","","","",NA,NA
"1076","Открытый чемпионат Курска","Курск","","2001-01-06 00:00:00","2001-01-07 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1040","Симбирск Опен","Ульяновск","","2000-12-10 00:00:00","2000-12-12 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1049","Открытый кубок России","","","2000-12-03 00:00:00","2000-12-03 00:00:00","3","15","","45","Синхрон","","","","","","",NA,NA
"2080","Кубок Физтеха. Финал","Долгопрудный","","2000-11-19 00:00:00","2000-11-19 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1039","Кубок Физтеха. Взрослый отбор","Долгопрудный","","2000-11-18 00:00:00","2000-11-18 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1132","Гостиный двор","Калуга","","2000-11-06 00:00:00","2000-11-07 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1025","Турнир Неспроста","Ивантеевка","","2000-08-05 00:00:00","2000-08-05 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1024","Летние зори. Гала-турнир","Саранск","Летние зори. Гала-турнир","2000-08-02 14:00:00","2000-08-02 19:00:00","3","15","","45","Обычный","0","","","","","",NA,NA
"1023","Кубок Мещёры","Гусь-Хрустальный","","2000-07-29 00:00:00","2000-07-30 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1017","Открытый чемпионат Татарстана","Казань","","2000-07-15 00:00:00","2000-07-16 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1019","Белые ночи","Санкт-Петербург","","2000-07-01 00:00:00","2000-07-02 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1243","Чемпионат Москвы. Высшая лига","Москва","","1999-10-03 00:00:00","2000-05-28 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1011","Кубок Полесья","Гомель","","2000-05-08 00:00:00","2000-05-09 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1006","Неспростой кубок МГТУ","Москва","","2000-04-22 00:00:00","2000-04-22 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1003","Симбирск Опен","Ульяновск","","2000-04-08 00:00:00","2000-04-09 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1450","Кубок городов","","","2000-04-02 00:00:00","2000-04-02 00:00:00","3","15","","45","Синхрон","","","","","","",NA,NA
"1448","Жаркая зима","Владимир","","2000-02-25 00:00:00","2000-02-27 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1445","Открытый чемпионат Курска","Курск","","2000-01-08 00:00:00","2000-01-09 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1204","Кубок Физтеха. Финал","Долгопрудный","","1999-11-21 00:00:00","1999-11-21 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1202","Открытый кубок Мордовии","Саранск","","1999-10-30 00:00:00","1999-10-31 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1350","Турнир в честь 40-летия НГУ","Новосибирск","","1999-09-24 00:00:00","1999-09-24 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1054","На муромской дорожке","Муром","","1999-08-22 00:00:00","1999-08-22 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1084","Летние зори. Гала-турнир","Саранск","","1999-08-09 00:00:00","1999-08-09 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1313","Кубок Мещёры","Гусь-Хрустальный","","1999-08-01 00:00:00","1999-08-01 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1050","Открытый чемпионат Татарстана","Казань","","1999-05-22 00:00:00","1999-05-23 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1002","На муромской дорожке","Муром","","1999-05-02 00:00:00","1999-05-02 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1306","Симбирск Опен","Ульяновск","","1999-02-14 00:00:00","1999-02-14 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1917","На муромской дорожке","Муром","","1998-08-18 00:00:00","1998-08-18 00:00:00","0","0","","0","Обычный","","","","","","",NA,NA
"1589","Кубок МГТУ","Москва","","1998-05-23 00:00:00","1998-05-23 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"4509","Серия Гран-при. 6 этап","","Серия Гран-при 2017/18. 6 этап (также известный как Гран-при Восточной Европы)","2018-03-16 20:00:00","2018-03-20 20:00:00","3","15","","45","Синхрон","8","","","2018-03-20","","",NA,NA
"4710","Игра в классики","","""Игра в классики""","2018-03-09 19:00:00","2018-03-13 19:00:00","3","12","","36","Синхрон","8","0","Школьники","2018-03-13","","",NA,NA
"4369","ОВСЧ. 6 этап","","XV Открытый всероссийский синхронный чемпионат. 6 этап","2018-02-16 20:00:00","2018-02-20 20:00:00","3","12","","36","Синхрон","3","0","площадки, впервые участвующие в Открытом всероссийском синхронном чемпионате","2018-02-14","","http://ovsch.livejournal.com",NA,NA
"4743","Открытый кубок Зеленограда","Зеленоград","XVIII Открытый Кубок Зеленограда по ""Что?Где?Когда?""","2018-02-11 13:00:00","2018-02-11 18:00:00","4","15","","60","Обычный","2400","","","","","https://sites.google.com/site/zelcup/",NA,NA
"4552","Смеющийся хрусталь","","Синхронный турнир «Смеющийся хрусталь»","2017-12-30 13:00:00","2018-01-03 13:00:00","3","12","","36","Синхрон","300","","","2018-01-03","В соответствии с решением дисциплинарной комиссии МАК от 25.01.2018 удалены результаты команды ""Первое совершенной число"" (Атырау)","",NA,NA
"4664","Часы Судного Дня: Полночь","","Международный синхронный турнир «Часы Судного Дня: Полночь»","2017-12-22 19:00:00","2017-12-26 19:00:00","3","12","","36","Синхрон","6","","","2017-12-25","","",NA,NA
"4523","Нескучный кубок","","Нескучный кубок 2017","2017-12-22 14:00:00","2017-12-26 14:00:00","3","13","","39","Синхрон","8","0","Школьные и любительские команды","2017-12-26","","http://tournirum.livejournal.com",NA,NA
"4368","ОВСЧ. 5 этап","","XV Открытый всероссийский синхронный чемпионат. 5 этап","2017-12-15 20:00:00","2017-12-19 20:00:00","3","12","","36","Синхрон","3","0","площадки, впервые участвующие в Открытом всероссийском синхронном чемпионате","2017-12-13","","http://ovsch.livejournal.com",NA,NA
"4654","Помогай с умом","","Благотворительный синхронный турнир ""Помогай с умом""","2017-12-15 19:00:00","2017-12-19 19:00:00","3","12","","36","Синхрон","300","","","2017-12-19","","",NA,NA
"4688","Зеркало фестиваля ""Гостиный двор""","","Международный синхронный турнир ""Зеркало фестиваля ""Гостиный двор""","2017-12-15 18:00:00","2017-12-19 18:00:00","3","12","","36","Синхрон","180","","","2017-12-18","","",NA,NA
"4367","ОВСЧ. 4 этап","","XV Открытый всероссийский синхронный чемпионат. 4 этап","2017-11-24 20:00:00","2017-11-28 20:00:00","3","12","","36","Синхрон","3","0","площадки, впервые участвующие в Открытом всероссийском синхронном чемпионате","2017-11-26","По решению оргкомитета удалён результат команды ""Зрадлива перемога"" в составе Бондырева, Мамонтов, Поджаров, Апостолова (19 место, 27 взятых вопросов) в связи с нарушением ими пункта 1.5 Положения о рейтинге.","http://ovsch.livejournal.com",NA,NA
"4679","Чемпионат Санкт-Петербурга. Высшая лига","Санкт-Петербург","XIX чемпионат Санкт-Петербурга. Сезон 2017/2018. Высшая лига","2017-10-29 11:00:00","2017-11-19 14:00:00","10","15","","150","Обычный","1500","","","","","",NA,NA
"4624","Чемпионат мира. Этап 4. Группа A","Астана","Чемпионат мира. Этап 4. Группа A","2017-11-05 14:00:00","2017-11-05 18:00:00","2","15","","30","Обычный","0","","","","","http://worldchamp.chgk.info/",NA,NA
"4621","Чемпионат мира. Этап 3. Группа A","Астана","Чемпионат мира. Этап 3. Группа A","2017-11-05 10:00:00","2017-11-05 14:00:00","2","15","","30","Обычный","0","","","","","http://worldchamp.chgk.info/",NA,NA
"4618","Чемпионат мира. Этап 2. Группа A","Астана","Чемпионат мира. Этап 2. Группа A","2017-11-04 14:00:00","2017-11-04 18:00:00","2","15","","30","Обычный","0","","","","","http://worldchamp.chgk.info/",NA,NA
"4615","Чемпионат мира. Этап 1. Группа A","Астана","Чемпионат мира. Этап 1. Группа A","2017-11-04 10:00:00","2017-11-04 14:00:00","2","15","","30","Обычный","0","","","","","http://worldchamp.chgk.info/",NA,NA
"4553","Осенний шёлк","","Синхронный турнир «Осенний шёлк»","2017-10-13 20:00:00","2017-10-17 20:00:00","3","12","","36","Синхрон","360","","","2017-10-17","","",NA,NA
"4483","Вересковый мёд","","Синхронный турнир ""Вересковый мёд""","2017-10-13 20:00:00","2017-10-17 20:00:00","3","12","","36","Синхрон","6","","","2017-10-17","","",NA,NA
"4425","Знание - Сила IV","","Синхронный турнир ""Знание - Сила IV""","2017-09-22 19:00:00","2017-09-26 19:00:00","3","15","","45","Синхрон","300","","","2017-09-26","","",NA,NA
"4524","Бархатный сезон","Юрмала","11-й международный фестиваль ""Бархатный сезон""","2017-09-16 13:00:00","2017-09-17 17:00:00","6","12","","72","Обычный","60","0","Семейным парам скидка 5 EUR/пара. Команды, занявшие призовые места в любом из зачётов турнира «Балтийский Берег» сезона 2016/2017 (топ-5 для Общего зачёта, топ-3 для Балтийского зачёта и лучшая команда Рижского зачёта) от игрового взноса освобождаются. ","","","https://www.znatoki.lv/portal/",NA,NA
"4503","Серия Гран-при. 1 этап","","Серия Гран-при 2017/18. 1 этап (также известный как Гран-при Армении)","2017-09-08 20:00:00","2017-09-12 20:00:00","3","15","","45","Синхрон","8","","","2017-09-12","","",NA,NA
"4311","Синхрон Трефиловых","","Международный синхронный турнир по спортивному «Что? Где? Когда?» «Синхрон Трефиловых»","2017-09-08 19:00:00","2017-09-12 19:00:00","3","12","","36","Синхрон","330","0","Школьные команды.","2017-09-11","","",NA,NA
"4337","Лошадь Пржевальского","","Синхронный турнир ""Лошадь Пржевальского — 2017""","2017-09-01 19:00:00","2017-09-05 19:00:00","3","12","","36","Синхрон","8","0","Школьные команды.    Студенческим командам — 4$.","2017-09-05","","https://vk.com/chgk.horse",NA,NA
"4341","Игра в бисер - 2","","Игра в бисер - 2: Возвращение в Касталию","2017-09-01 18:00:00","2017-09-05 18:00:00","3","12","","36","Синхрон","6","0","школьники","2017-09-05","","",NA,NA
"4450","Знатокиада. Всеобщий открытый турнир","Пярну","Всеобщий открытый турнир фестиваля ""Знатокиада-2017""","2017-08-27 11:00:00","2017-08-27 17:00:00","5","12","","60","Обычный","0","","","","","",NA,NA
"4449","Знатокиада","Пярну","ЧГК-турнир в рамках фестиваля ""Знатокиада-2017""","2017-08-26 14:00:00","2017-08-26 18:00:00","3","15","","45","Обычный","1","","","","","",NA,NA
"4420","Финал Евразийской Лиги","","Кубок Свободных Искусств - Финал Евразийской Лиги","2017-07-21 19:00:00","2017-07-25 19:00:00","3","12","","36","Синхрон","8","4","Школьная команда","2017-07-25","","",NA,NA
"4441","Кубок Кинешмы","Кинешма","I межрегиональный турнир Открытый кубок Кинешмы по Что? Где? Когда? ""Волжская сторона""","2017-07-22 14:00:00","2017-07-22 18:00:00","3","12","","36","Обычный","1000","","","","","",NA,NA
"4219","Вологодский Фестиваль интеллектуальных игр","Вологда","XVIII Вологодский Фестиваль интеллектуальных игр","2017-06-25 12:00:00","2017-06-25 19:00:00","3","15","","45","Обычный","1500","","","","","",NA,NA
"4211","Критика способности суждения","","Международный синхронный турнир ""Критика способности суждения""","2017-06-16 19:00:00","2017-06-20 19:00:00","3","13","","39","Синхрон","7","0","школьные команды","2017-06-20","","",NA,NA
"4409","Школьники - взрослым","","Зеркало школьного ЧР-2017 (42 из 84)","2017-06-16 18:00:00","2017-06-20 18:00:00","3","14","","42","Синхрон","300","","","2017-06-16","","",NA,NA
"4345","Без единого гвоздя","Петрозаводск","Третий межрегиональный фестиваль интеллектульных игры ""Без единого гвоздя"" - 2017","2017-06-11 12:00:00","2017-06-12 17:00:00","5","15","","75","Обычный","2400","","","","","http://beg-ptz.livejournal.com/",NA,NA
"4225","Ревельская весна","Таллин","XV международный фестиваль интеллектуальных игр ""Ревельская весна"" 2017","2017-05-20 14:00:00","2017-05-21 14:00:00","5","12","","60","Обычный","22","","","","","http://rv-tln.blogspot.se/",NA,NA
"4163","Кубок Иерусалима","","Международный синхронный кубок Иерусалима 2017","2017-05-12 14:00:00","2017-05-16 14:00:00","3","15","","45","Синхрон","8","","","2017-05-15","","",NA,NA
"3779","Балтийский берег. 5 игра","","Международный синхронный турнир Балтийский Берег - 2016/2017 - 5 игра","2017-04-21 19:05:00","2017-04-25 19:00:00","3","12","","36","Синхрон","2","0","Максимальная плата, которая взимается с игровой площадки за все пять игр Турнира, равна 200 EUR. ","2017-04-24","","http://www.znatoki.lv/portal/?cat=4",NA,NA
"4047","Весенний Умлаут","Мюнхен","Мюнхенский международный фестиваль интеллектуальных игр ""Весенний Умлаут 2017"" ","2017-04-15 12:00:00","2017-04-15 18:00:00","4","15","","60","Обычный","30","","","","","http://umlaut-muenchen.de/",NA,NA
"4224","Мартовский медведь","","Мартовский медведь","2017-03-24 19:00:00","2017-03-28 19:00:00","3","12","","36","Синхрон","240","","","2017-03-26","","",NA,NA
"3932","Серия Premier. Мартовские иды","","Серия Premier. Мартовские иды — 2017","2017-03-10 20:00:00","2017-03-14 20:00:00","3","12","","36","Синхрон","420","7","","2017-03-13","","",NA,NA
"4059","Зимний Синхронный Умлаут","","Международный синхронный турнир ""Зимний Синхронный Умлаут 2017"" ","2017-02-24 19:00:00","2017-02-28 19:00:00","3","12","","36","Синхрон","4","2","Студенческая команда (все игроки не старше 24 лет и учатся в ВУЗах). ","2017-02-27","","https://docs.google.com/document/d/1fPPCjgAUqfJgUpTMMY-6LU5RkkoeR-SSZmY0jGsbXvA/edit?usp=sharing",NA,NA
"4202","Открытый кубок Зеленограда","Зеленоград","XVII Открытый Кубок Зеленограда по игре ""Что?Где?Когда?""","2017-02-12 12:00:00","2017-02-12 18:00:00","5","12","","60","Обычный","2100","","","","","https://sites.google.com/site/zelcup/",NA,NA
"4170","Мемориал Дмитрия Коноваленко","Москва","Мемориал Дмитрия Коноваленко 2017","2017-02-05 12:00:00","2017-02-05 18:00:00","4","12","","48","Обычный","1800","","","","","http://tpd-2017.livejournal.com/",NA,NA
"3869","ОВСЧ. 4 этап","","XIV Открытый всероссийский синхронный чемпионат. Сезон 2016/2017. 4 этап","2016-12-16 20:00:00","2016-12-20 20:00:00","3","12","","36","Синхрон","3","","","2016-12-14","","http://ovsch.livejournal.com/",NA,NA
"4122","Кубок Ровно","","Синхронный Кубок Ровно","2016-12-09 18:00:00","2016-12-13 18:00:00","3","15","","45","Синхрон","7","","","2016-12-12","","",NA,NA
"3934","Серия Premier. Кубок тёмных лошадок","","Серия Premier. Кубок тёмных лошадок","2016-12-02 20:00:00","2016-12-06 20:00:00","3","12","","36","Синхрон","7","450","","2016-12-02","","",NA,NA
"3927","Серия Гран-при. 3 этап","","Серия Гран-при 2016/17. 3 этап (также известный как Гран-при Европы)","2016-11-18 20:00:00","2016-11-22 20:00:00","3","15","","45","Синхрон","8","520","","2016-11-19","","",NA,NA
"3868","ОВСЧ. 3 этап","","XIV Открытый всероссийский синхронный чемпионат. Сезон 2016/2017. 3 этап","2016-11-18 20:00:00","2016-11-22 20:00:00","3","12","","36","Синхрон","3","","","2016-11-16","","http://ovsch.livejournal.com/",NA,NA
"4032","Чемпионат мира. Финал","Цахкадзор","XIV Чемпионат мира ""Что? Где? Когда?"". Финал","2016-11-13 12:00:00","2016-11-13 17:00:00","4","12","","48","Обычный","0","0","","","","http://worldchamp.chgk.info/",NA,NA
"4030","Чемпионат мира. Отборочный этап","Цахкадзор","XIV Чемпионат Мира по игре ""Что? Где? Когда?"". Отборочный этап","2016-11-12 12:00:00","2016-11-12 17:00:00","4","15","","60","Обычный","0","0","","","","http://worldchamp.chgk.info/",NA,NA
"3877","Осенний Синхронный Умлаут","","Международный синхронный турнир ""Осенний Синхронный Умлаут 2016"" ","2016-11-04 19:00:00","2016-11-08 19:00:00","3","12","","36","Синхрон","4","2","Студенческая команда, все участники которой младше 24 лет","2016-11-08","","http://umlaut-muenchen.de/%D1%81%D0%B8%D0%BD%D1%85%D1%80%D0%BE%D0%BD.html",NA,NA
"3867","ОВСЧ. 2 этап","","XIV Открытый всероссийский синхронный чемпионат. Сезон 2016/2017. 2 этап","2016-10-21 19:00:00","2016-10-25 19:00:00","3","12","","36","Синхрон","3","0","команды площадок, впервые принимающих участие в Открытом всероссийском синхронном чемпионате","2016-10-19","","http://ovsch.livejournal.com/",NA,NA
"3849","Жизнь и время Михаэля К.","","Жизнь и время Михаэля К.","2016-09-30 20:00:00","2016-10-04 20:00:00","3","12","","36","Синхрон","8","0","Школьные команды от уплаты оргвзноса освобождены.","2016-10-03","","",NA,NA
"3866","ОВСЧ. 1 этап","","XIV Открытый всероссийский синхронный чемпионат. Сезон 2016/2017. 1 этап","2016-09-23 20:00:00","2016-09-27 20:00:00","3","12","","36","Синхрон","3","0","площадки, впервые участвующие в Открытом всероссийском синхронном чемпионате. ","2016-09-21","","http://ovsch.livejournal.com/",NA,NA
"3792","Играй для Жизни","","Благотворительный синхронный турнир ""Играй для Жизни""","2016-09-23 19:00:00","2016-09-27 19:00:00","3","15","","45","Синхрон","0","0","","2016-09-26","","http://chgk43.ru",NA,NA
"3901","Бархатный сезон","Юрмала","10-й международный фестиваль ""Бархатный сезон"" ","2016-09-10 13:00:00","2016-09-11 16:00:00","6","12","","72","Обычный","60","0","Семейным парам скидка 10 EUR. Команды, занявшие призовые места в любом из зачётов турнира «Балтийский Берег» сезона 2015/2016 (топ-5 для Общего зачёта, топ-3 для Балтийского зачёта и лучшая команда Рижского зачёта) от игрового взноса освобождаются.","","","https://www.facebook.com/groups/325037330981705/",NA,NA
"3449","Стокгольмский синхрон","","II международный турнир ""Стокгольмский синхрон"" (Синхрон северных стран)","2016-08-19 19:00:00","2016-08-23 19:00:00","4","10","","40","Синхрон","4.5","0","школьные команды","2016-08-23","","http://vk.com/stocklholmsync",NA,NA
"3956","Кубок Ичеришехер","Баку","IV международный очный турнир Кубок Ичеришехер.","2016-07-30 11:00:00","2016-07-31 18:00:00","4","15","","60","Обычный","0","0","","","","",NA,NA
"3844","Синхрон-lite 2","","Синхрон-lite","2016-07-22 18:45:00","2016-07-26 18:45:00","3","12","","36","Синхрон","4","0","школьники","2016-07-22","","",NA,NA
"3773","Кубок Квасира","","Кубок Квасира. Второй извод","2016-07-15 23:00:00","2016-07-19 23:00:00","3","12","","36","Синхрон","0","0","","2016-07-15","","https://docs.google.com/document/d/1sdqJjUzvIE7UyLFURHwn9nwHVaco64lFmfZ--pb--J8/edit?usp=sharing",NA,NA
"3880","Пущинские дали - синхрон","","Международный синхронный турнир ""Пущинские дали"" по игре ""Что? Где? Когда?""","2016-07-15 18:45:00","2016-07-19 18:45:00","3","14","","42","Синхрон","7","4","молодежные команды (все игроки родились не ранее 1 сентября 1992 года)","2016-07-18","","",NA,NA
"3829","Другой Старый Свет","","IV Международный синхронный турнир по игре «Что? Где? Когда?» «Другой Старый Свет» ","2016-07-09 09:00:00","2016-07-11 23:59:00","3","12","","36","Синхрон","300","0","","2016-07-07","","",NA,NA
"3897","Синхрон кубка княгини Ольги","","Синхрон ""XХIII Международного турнира по интеллектуальным играм «Кубок княгини Ольги»""","2016-07-02 00:00:00","2016-07-06 00:00:00","3","12","","36","Синхрон","8","0","школьная команда","2016-07-01","","http://volha.by/",NA,NA
"3721","Летний Синхронный Умлаут","","Международный синхронный турнир ""Летний Синхронный Умлаут 2016""","2016-07-01 20:00:00","2016-07-05 20:00:00","3","12","","36","Синхрон","4","2","Студенческая команда","2016-07-03","","http://www.umlaut-muenchen.de/",NA,NA
"3751","Пряничный домик. Третий этаж","","Международный синхронный турнир по спортивному ""Что? Где? Когда?"" ""Пряничный домик. Третий этаж""","2016-06-25 04:00:00","2016-06-28 20:00:00","3","12","","36","Синхрон","6","0","","2016-06-24","","",NA,NA
"3712","Серия Premier. Гала-турнир","","Серия Premier. Гала-турнир — 2016","2016-06-24 20:00:00","2016-06-28 20:00:00","4","11","","44","Синхрон","8","500","оплата до 3 июля включительно","2016-06-24","","",NA,NA
"3863","Украина олимпийская. Часть 2","","Синхронный олимпийский кубок Украины по ЧГК. Часть 2","2016-06-24 18:00:00","2016-06-28 18:00:00","3","12","","36","Синхрон","6","0","","2016-06-24","","http://luk.org.ua/",NA,NA
"3859","БЛИК - ХХ. Синхрон","","Синхронный турнир, посвящённый 20-летию общественного объединения ""Белорусская лига интеллектуальных команд"" ""БЛИК - ХХ""","2016-06-09 19:00:00","2016-06-13 19:00:00","3","12","","36","Синхрон","6","0","","2016-06-08","","http://blik.by",NA,NA
"3388","Киевские кручи. Май","","Международный синхронный турнир ""Киевские кручи. Май""","2016-05-27 18:30:00","2016-05-31 18:30:00","3","14","","42","Синхрон","8","4","с молодежных команд. Школьные команды играют бесплатно.","2016-05-27","","http://kiev-kru-chgk.livejournal.com/",NA,NA
"3765","Oyna","","Зеркало Чемпионата Узбекистана 2016","2016-05-27 14:00:00","2016-05-31 14:00:00","3","14","","42","Синхрон","5","0","команда школьников","2016-05-26","","",NA,NA
"3825","Чемпионат России","Воронеж","Чемпионат России по ""Что? Где? Когда?""","2016-05-07 12:00:00","2016-05-08 18:00:00","6","15","","90","Обычный","1800","0","","","","",NA,NA
"3415","Серия Гран-при. 7 этап","","Серия Гран-при 2015/16. 7 этап (также известный как Гран-при России)","2016-04-22 20:00:00","2016-04-26 20:00:00","3","15","","45","Синхрон","6.5","450","при оплате до 1 мая включительно","2016-04-22","","",NA,NA
"3387","Киевские кручи. Апрель","","Международный синхронный турнир ""Киевские кручи. Апрель""","2016-04-15 18:30:00","2016-04-19 18:30:00","3","14","","42","Синхрон","8","4","с молодежных команд. Школьные команды играют бесплатно","2016-04-15","","http://kiev-kru-chgk.livejournal.com/",NA,NA
"3695","Кубок Ичеришехер. Второй этап","","Второй этап IV международного синхронного турнира ""Кубок Ичеришехер"".","2016-03-25 23:55:00","2016-03-29 23:55:00","3","12","","36","Синхрон","0","0","","2016-03-27","","http://icherisheher.livejournal.com/8937.html",NA,NA
"3413","Серия Гран-при. 5 этап","","Серия Гран-при 2015/16. 5 этап (также известный как Гран-при Украины)","2016-02-27 00:05:00","2016-03-01 23:55:00","3","15","","45","Синхрон","6.5","450","оплата до 6 марта включительно","2016-02-27","","",NA,NA
"3660","Серия Premier. Седьмая печать","","Серия Premier. Седьмая печать — 2016","2016-02-12 20:00:00","2016-02-16 20:00:00","3","12","","36","Синхрон","6.5","450","оплата до 21 февраля","2016-02-12","","",NA,NA
"3327","Балтийский берег. 3 игра","","Международный синхронный турнир Балтийский Берег - 2015/2016 - 3 игра","2016-01-22 19:05:00","2016-01-26 19:00:00","3","12","","36","Синхрон","2","0","Максимальная плата, которая взимается с игровой площадки за все пять игр Турнира, равна 200 EUR","2016-01-21","","http://www.znatoki.lv/portal/?cat=4",NA,NA
"3618","ТОП-300","","Синхронный турнир ""ТОП-300""","2016-01-22 18:30:00","2016-01-26 18:30:00","3","14","","42","Синхрон","8","0","","2016-01-23","","",NA,NA
"3554","Кубок Ичеришехер. Первый этап","","IV сезон международного синхронного турнира ""Кубок Ичеришехер"". Первый этап","2015-12-25 18:00:00","2015-12-29 18:00:00","3","12","","36","Синхрон","0","0","","2015-12-25","","http://icherisheher.livejournal.com/8491.html",NA,NA
"3412","Серия Гран-при. 4 этап","","Серия Гран-при 2015/16. 4 этап (также известный как Гран-при Азербайджана)","2015-12-19 00:05:00","2015-12-22 23:55:00","3","15","","45","Синхрон","6.5","360","оплата до 27 декабря включительно","2015-12-18","","",NA,NA
"3483","Вопросы категории Б. Этап 3.","","Вопросы категории Б. Сезон 2015-2016. Этап 3. Боливария и Умник.","2015-12-13 06:00:00","2015-12-16 23:00:00","2","18","","36","Синхрон","6","3","Студенты. Школьники - бесплатно.","2015-12-13","","",NA,NA
"3407","Зеркало Нестерки","","Международный синхронный турнир ""Зеркало фестиваля ""Нестерка 2015""","2015-11-07 13:00:00","2015-11-11 13:00:00","3","12","","36","Синхрон","6","0","Со школьных команд взносы не принимаются.","2015-11-10","","",NA,NA
"3405","Синхрон Кубка Европы","","Синхрон XI Кубка Европы среди студенческих команд","2015-11-06 19:00:00","2015-11-10 19:00:00","3","12","","36","Синхрон","8","0","Школьная команда","2015-11-08","","https://docs.google.com/document/d/13RBkdHKhFp3iJy14feYUXXzcMbqKRmc4RE93MnROTic/",NA,NA
"3381","Серия MASTERS. Горький октябрь","","Международный синхронный турнир ""Горький октябрь""","2015-11-06 19:00:00","2015-11-10 19:00:00","3","15","","45","Синхрон","8","400","оплата через sinhron.info","2015-11-05","","http://sinhron.info",NA,NA
"3370","Кубок Хэллоуина","","VI международный синхронный турнир Кубок Хэллоуина-2015","2015-10-30 21:00:00","2015-11-03 21:00:00","3","13","","39","Синхрон","7","0","","2015-10-29","","",NA,NA
